,premise,hypothesis,label,duration_type,prem_fixed
309,before 60 seconds our favorite breakfast restaurant opens,our favorite breakfast restaurant opens in 10 minutes,Contradiction,second_minute,False
310,before 120 seconds Luke will eat dinner,Luke will eat dinner in 1 minutes,Neutral,second_minute,False
311,before 120 seconds Jeopardy is starting,Jeopardy is starting in 2 minutes,Contradiction,second_minute,False
312,before 120 seconds the webpage should finish loading,the webpage should finish loading in 3 minutes,Contradiction,second_minute,False
313,before 120 seconds the oven will be ready,the oven will be ready in 4 minutes,Contradiction,second_minute,False
314,before 120 seconds Luke will eat dinner,Luke will eat dinner in 5 minutes,Contradiction,second_minute,False
315,before 120 seconds the race will commence,the race will commence in 6 minutes,Contradiction,second_minute,False
316,before 120 seconds the oven will be ready,the oven will be ready in 7 minutes,Contradiction,second_minute,False
317,before 120 seconds Jeopardy is starting,Jeopardy is starting in 8 minutes,Contradiction,second_minute,False
318,before 120 seconds Jeopardy is starting,Jeopardy is starting in 9 minutes,Contradiction,second_minute,False
319,before 120 seconds the webpage should finish loading,the webpage should finish loading in 10 minutes,Contradiction,second_minute,False
320,before 180 seconds we will eat our meal,we will eat our meal in 1 minutes,Neutral,second_minute,False
321,before 180 seconds the grocery store will close,the grocery store will close in 2 minutes,Neutral,second_minute,False
322,before 180 seconds our plane will be departing,our plane will be departing in 3 minutes,Contradiction,second_minute,False
323,before 180 seconds the showing will begin,the showing will begin in 4 minutes,Contradiction,second_minute,False
324,before 180 seconds the coffee will be ready to drink,the coffee will be ready to drink in 5 minutes,Contradiction,second_minute,False
325,before 180 seconds our favorite breakfast restaurant opens,our favorite breakfast restaurant opens in 6 minutes,Contradiction,second_minute,False
326,before 180 seconds the President is giving a speech,the President is giving a speech in 7 minutes,Contradiction,second_minute,False
327,before 180 seconds the race will commence,the race will commence in 8 minutes,Contradiction,second_minute,False
328,before 180 seconds the coffee will be ready to drink,the coffee will be ready to drink in 9 minutes,Contradiction,second_minute,False
329,before 180 seconds Jeopardy is starting,Jeopardy is starting in 10 minutes,Contradiction,second_minute,False
330,before 240 seconds dinner will be ready,dinner will be ready in 1 minutes,Neutral,second_minute,False
331,before 240 seconds the President is giving a speech,the President is giving a speech in 2 minutes,Neutral,second_minute,False
332,before 240 seconds the President is giving a speech,the President is giving a speech in 3 minutes,Neutral,second_minute,False
333,before 240 seconds our plane will be departing,our plane will be departing in 4 minutes,Contradiction,second_minute,False
334,before 240 seconds the President is giving a speech,the President is giving a speech in 5 minutes,Contradiction,second_minute,False
335,before 240 seconds our favorite breakfast restaurant opens,our favorite breakfast restaurant opens in 6 minutes,Contradiction,second_minute,False
336,before 240 seconds the next song is ready to play,the next song is ready to play in 7 minutes,Contradiction,second_minute,False
337,before 240 seconds Jeopardy is starting,Jeopardy is starting in 8 minutes,Contradiction,second_minute,False
338,before 240 seconds Jeopardy is starting,Jeopardy is starting in 9 minutes,Contradiction,second_minute,False
339,before 240 seconds the grocery store will close,the grocery store will close in 10 minutes,Contradiction,second_minute,False
340,before 300 seconds Mary's party will start,Mary's party will start in 1 minutes,Neutral,second_minute,False
341,before 300 seconds our plane will be departing,our plane will be departing in 2 minutes,Neutral,second_minute,False
342,before 300 seconds the oven will be ready,the oven will be ready in 3 minutes,Neutral,second_minute,False
343,before 300 seconds the race will commence,the race will commence in 4 minutes,Neutral,second_minute,False
344,before 300 seconds Jeopardy is starting,Jeopardy is starting in 5 minutes,Contradiction,second_minute,False
345,before 300 seconds Mary's party will start,Mary's party will start in 6 minutes,Contradiction,second_minute,False
346,before 300 seconds we will eat our meal,we will eat our meal in 7 minutes,Contradiction,second_minute,False
347,before 300 seconds dinner will be ready,dinner will be ready in 8 minutes,Contradiction,second_minute,False
348,before 300 seconds Mary's party will start,Mary's party will start in 9 minutes,Contradiction,second_minute,False
349,before 300 seconds commercial break is over,commercial break is over in 10 minutes,Contradiction,second_minute,False
350,before 360 seconds the showing will begin,the showing will begin in 1 minutes,Neutral,second_minute,False
351,before 360 seconds the race will commence,the race will commence in 2 minutes,Neutral,second_minute,False
352,before 360 seconds the President is giving a speech,the President is giving a speech in 3 minutes,Neutral,second_minute,False
353,before 360 seconds our favorite breakfast restaurant opens,our favorite breakfast restaurant opens in 4 minutes,Neutral,second_minute,False
354,before 360 seconds our favorite breakfast restaurant opens,our favorite breakfast restaurant opens in 5 minutes,Neutral,second_minute,False
355,before 360 seconds the oven will be ready,the oven will be ready in 6 minutes,Contradiction,second_minute,False
356,before 360 seconds the oven will be ready,the oven will be ready in 7 minutes,Contradiction,second_minute,False
357,before 360 seconds the coffee will be ready to drink,the coffee will be ready to drink in 8 minutes,Contradiction,second_minute,False
358,before 360 seconds we will eat our meal,we will eat our meal in 9 minutes,Contradiction,second_minute,False
359,before 360 seconds our plane will be departing,our plane will be departing in 10 minutes,Contradiction,second_minute,False
360,before 420 seconds we will collect the exams,we will collect the exams in 1 minutes,Neutral,second_minute,False
361,before 420 seconds dinner will be ready,dinner will be ready in 2 minutes,Neutral,second_minute,False
362,before 420 seconds our plane will be departing,our plane will be departing in 3 minutes,Neutral,second_minute,False
363,before 420 seconds Jeopardy is starting,Jeopardy is starting in 4 minutes,Neutral,second_minute,False
364,before 420 seconds Luke will eat dinner,Luke will eat dinner in 5 minutes,Neutral,second_minute,False
365,before 420 seconds Mary's party will start,Mary's party will start in 6 minutes,Neutral,second_minute,False
366,before 420 seconds the next song is ready to play,the next song is ready to play in 7 minutes,Contradiction,second_minute,False
367,before 420 seconds class will start,class will start in 8 minutes,Contradiction,second_minute,False
368,before 420 seconds class will start,class will start in 9 minutes,Contradiction,second_minute,False
369,before 420 seconds the servers will be back up,the servers will be back up in 10 minutes,Contradiction,second_minute,False
370,before 480 seconds the showing will begin,the showing will begin in 1 minutes,Neutral,second_minute,False
371,before 480 seconds dinner will be ready,dinner will be ready in 2 minutes,Neutral,second_minute,False
372,before 480 seconds the next song is ready to play,the next song is ready to play in 3 minutes,Neutral,second_minute,False
373,before 480 seconds the oven will be ready,the oven will be ready in 4 minutes,Neutral,second_minute,False
374,before 480 seconds commercial break is over,commercial break is over in 5 minutes,Neutral,second_minute,False
375,before 480 seconds Luke will eat dinner,Luke will eat dinner in 6 minutes,Neutral,second_minute,False
376,before 480 seconds the webpage should finish loading,the webpage should finish loading in 7 minutes,Neutral,second_minute,False
377,before 480 seconds Jeopardy is starting,Jeopardy is starting in 8 minutes,Contradiction,second_minute,False
378,before 480 seconds class will start,class will start in 9 minutes,Contradiction,second_minute,False
379,before 480 seconds the next song is ready to play,the next song is ready to play in 10 minutes,Contradiction,second_minute,False
380,before 540 seconds the President is giving a speech,the President is giving a speech in 1 minutes,Neutral,second_minute,False
381,before 540 seconds the next song is ready to play,the next song is ready to play in 2 minutes,Neutral,second_minute,False
