,Premise,Hypothesis,Label,Premise Preposition,Higher Duration Unit,Premise Forward/Backward
407,"After 7 years, they will get married.",They will get married after 94 months.,N,after,year,backward
408,They will get married in 8 years.,They will get married before 38 months.,C,in,year,forward
409,They will get married in 8 years.,They will get married after 83 months.,E,in,year,forward
410,They will get married in 8 years.,They will get married before 109 months.,E,in,year,forward
411,They will get married in 8 years.,They will get married after 135 months.,C,in,year,forward
412,They will get married before 8 years.,They will get married before 52 months.,N,before,year,forward
413,They will get married before 8 years.,They will get married after 40 months.,N,before,year,forward
414,They will get married before 8 years.,They will get married before 138 months.,E,before,year,forward
415,They will get married before 8 years.,They will get married after 123 months.,C,before,year,forward
416,They will get married after 8 years.,They will get married before 59 months.,C,after,year,forward
417,They will get married after 8 years.,They will get married after 89 months.,E,after,year,forward
418,They will get married after 8 years.,They will get married before 137 months.,N,after,year,forward
419,They will get married after 8 years.,They will get married after 137 months.,N,after,year,forward
420,"In 8 years, they will get married.",They will get married before 50 months.,C,in,year,backward
421,"In 8 years, they will get married.",They will get married after 69 months.,E,in,year,backward
422,"In 8 years, they will get married.",They will get married before 154 months.,E,in,year,backward
423,"In 8 years, they will get married.",They will get married after 101 months.,C,in,year,backward
424,"Before 8 years, they will get married.",They will get married before 48 months.,N,before,year,backward
425,"Before 8 years, they will get married.",They will get married after 56 months.,N,before,year,backward
426,"Before 8 years, they will get married.",They will get married before 151 months.,E,before,year,backward
427,"Before 8 years, they will get married.",They will get married after 155 months.,C,before,year,backward
428,"After 8 years, they will get married.",They will get married before 84 months.,C,after,year,backward
429,"After 8 years, they will get married.",They will get married after 47 months.,E,after,year,backward
430,"After 8 years, they will get married.",They will get married before 140 months.,N,after,year,backward
431,"After 8 years, they will get married.",They will get married after 142 months.,N,after,year,backward
432,They will get married in 9 years.,They will get married before 88 months.,C,in,year,forward
433,They will get married in 9 years.,They will get married after 56 months.,E,in,year,forward
434,They will get married in 9 years.,They will get married before 113 months.,E,in,year,forward
435,They will get married in 9 years.,They will get married after 164 months.,C,in,year,forward
436,They will get married before 9 years.,They will get married before 80 months.,N,before,year,forward
437,They will get married before 9 years.,They will get married after 82 months.,N,before,year,forward
438,They will get married before 9 years.,They will get married before 110 months.,E,before,year,forward
439,They will get married before 9 years.,They will get married after 142 months.,C,before,year,forward
