,Premise,Hypothesis,Label,Type,Prem Fixed,Temp Type
237,"After 9 AM, the prison sentence of that convict ends.","Before 6 AM, the prison sentence of that convict ends.",Contradiction,SINGLE_day_time_12,False,Backward
238,"After 7 AM, this article was published.","Before 7 PM, this article was published.",Neutral,SINGLE_day_time_12,False,Backward
239,"Before 5 PM, I posted this picture on Instagram.","Before 6 AM, I posted this picture on Instagram.",Neutral,SINGLE_day_time_12,False,Backward
240,They got married at 2 PM.,They got married after 4 AM.,Entailment,SINGLE_day_time_12,True,Forward
241,We went to Disneyland at 7 PM.,We went to Disneyland after 1 PM.,Entailment,SINGLE_day_time_12,True,Forward
242,Michael will buy the house at 4 PM.,Michael will buy the house after 7 AM.,Entailment,SINGLE_day_time_12,True,Forward
243,Lily flew to New York at 8 AM.,Lily flew to New York before 12 PM.,Entailment,SINGLE_day_time_12,True,Forward
244,The music concert starts at 12 AM.,The music concert starts after 2 AM.,Contradiction,SINGLE_day_time_12,True,Forward
245,The tiger was last spotted at 11 AM.,The tiger was last spotted before 3 AM.,Contradiction,SINGLE_day_time_12,True,Forward
246,I last had dinner with my friends at 9 PM.,I last had dinner with my friends before 6 PM.,Contradiction,SINGLE_day_time_12,True,Forward
247,He left his job at 3 AM.,He left his job before 2 PM.,Entailment,SINGLE_day_time_12,True,Forward
248,The conference was held at 9 AM.,The conference was held before 11 AM.,Entailment,SINGLE_day_time_12,True,Forward
249,The city had a huge power outage at 3 PM.,The city had a huge power outage before 7 PM.,Entailment,SINGLE_day_time_12,True,Forward
250,A tsunami hit the coast at 9 PM.,A tsunami hit the coast after 10 PM.,Contradiction,SINGLE_day_time_12,True,Forward
251,This team won the world cup at 11 AM.,This team won the world cup before 1 AM.,Contradiction,SINGLE_day_time_12,True,Forward
252,Her internship at Google began at 4 AM.,Her internship at Google began before 3 PM.,Entailment,SINGLE_day_time_12,True,Forward
253,The country declared martial law at 2 PM.,The country declared martial law after 4 PM.,Contradiction,SINGLE_day_time_12,True,Forward
254,The price of this stock peaked at 5 AM.,The price of this stock peaked before 12 AM.,Contradiction,SINGLE_day_time_12,True,Forward
255,The failing company issued major layoffs at 1 PM.,The failing company issued major layoffs before 3 PM.,Entailment,SINGLE_day_time_12,True,Forward
256,The government budget comes out at 8 PM.,The government budget comes out after 9 AM.,Entailment,SINGLE_day_time_12,True,Forward
257,The prison sentence of that convict ends at 1 AM.,The prison sentence of that convict ends after 11 AM.,Contradiction,SINGLE_day_time_12,True,Forward
258,This article was published at 1 PM.,This article was published before 7 AM.,Contradiction,SINGLE_day_time_12,True,Forward
259,I posted this picture on Instagram at 9 AM.,I posted this picture on Instagram after 3 PM.,Contradiction,SINGLE_day_time_12,True,Forward
260,They got married before 5 PM.,They got married after 11 AM.,Neutral,SINGLE_day_time_12,False,Forward
261,We went to Disneyland before 5 AM.,We went to Disneyland before 2 PM.,Entailment,SINGLE_day_time_12,False,Forward
262,Michael will buy the house after 5 PM.,Michael will buy the house after 11 PM.,Neutral,SINGLE_day_time_12,False,Forward
263,Lily flew to New York after 2 AM.,Lily flew to New York before 2 AM.,Contradiction,SINGLE_day_time_12,False,Forward
264,The music concert starts before 5 PM.,The music concert starts before 5 AM.,Neutral,SINGLE_day_time_12,False,Forward
265,The tiger was last spotted before 10 PM.,The tiger was last spotted before 8 PM.,Neutral,SINGLE_day_time_12,False,Forward
266,I last had dinner with my friends before 2 PM.,I last had dinner with my friends after 12 PM.,Neutral,SINGLE_day_time_12,False,Forward
267,He left his job after 10 AM.,He left his job before 7 AM.,Contradiction,SINGLE_day_time_12,False,Forward
268,The conference was held after 6 AM.,The conference was held before 4 PM.,Neutral,SINGLE_day_time_12,False,Forward
269,The city had a huge power outage after 12 PM.,The city had a huge power outage before 1 PM.,Neutral,SINGLE_day_time_12,False,Forward
270,A tsunami hit the coast before 6 PM.,A tsunami hit the coast before 7 AM.,Neutral,SINGLE_day_time_12,False,Forward
271,This team won the world cup before 11 AM.,This team won the world cup after 12 PM.,Contradiction,SINGLE_day_time_12,False,Forward
272,Her internship at Google began before 12 PM.,Her internship at Google began before 10 AM.,Neutral,SINGLE_day_time_12,False,Forward
273,The country declared martial law after 9 AM.,The country declared martial law before 1 PM.,Neutral,SINGLE_day_time_12,False,Forward
274,The price of this stock peaked after 3 AM.,The price of this stock peaked after 9 AM.,Neutral,SINGLE_day_time_12,False,Forward
275,The failing company issued major layoffs after 7 PM.,The failing company issued major layoffs before 6 PM.,Contradiction,SINGLE_day_time_12,False,Forward
276,The government budget comes out before 8 PM.,The government budget comes out before 2 PM.,Neutral,SINGLE_day_time_12,False,Forward
277,The prison sentence of that convict ends after 2 PM.,The prison sentence of that convict ends after 9 AM.,Entailment,SINGLE_day_time_12,False,Forward
278,This article was published after 9 AM.,This article was published after 7 AM.,Entailment,SINGLE_day_time_12,False,Forward
279,I posted this picture on Instagram before 9 AM.,I posted this picture on Instagram before 6 AM.,Neutral,SINGLE_day_time_12,False,Forward
280,"At 11 AM, they got married.","Before 1 PM, they got married.",Entailment,SINGLE_day_time_12,True,Backward
281,"At 6 AM, we went to Disneyland.","Before 1 PM, we went to Disneyland.",Entailment,SINGLE_day_time_12,True,Backward
282,"At 12 AM, Michael will buy the house.","After 6 AM, Michael will buy the house.",Contradiction,SINGLE_day_time_12,True,Backward
283,"At 5 AM, Lily flew to New York.","Before 12 PM, Lily flew to New York.",Entailment,SINGLE_day_time_12,True,Backward
284,"At 10 PM, the music concert starts.","Before 9 PM, the music concert starts.",Contradiction,SINGLE_day_time_12,True,Backward
285,"At 11 AM, the tiger was last spotted.","After 11 AM, the tiger was last spotted.",Contradiction,SINGLE_day_time_12,True,Backward
286,"At 3 AM, I last had dinner with my friends.","After 3 AM, I last had dinner with my friends.",Contradiction,SINGLE_day_time_12,True,Backward
287,"At 5 PM, he left his job.","After 3 PM, he left his job.",Entailment,SINGLE_day_time_12,True,Backward
288,"At 11 AM, the conference was held.","After 11 PM, the conference was held.",Contradiction,SINGLE_day_time_12,True,Backward
289,"At 3 PM, the city had a huge power outage.","After 10 AM, the city had a huge power outage.",Entailment,SINGLE_day_time_12,True,Backward
290,"At 5 AM, a tsunami hit the coast.","After 11 AM, a tsunami hit the coast.",Contradiction,SINGLE_day_time_12,True,Backward
291,"At 7 PM, this team won the world cup.","After 7 AM, this team won the world cup.",Entailment,SINGLE_day_time_12,True,Backward
292,"At 12 PM, her internship at Google began.","After 2 AM, her internship at Google began.",Entailment,SINGLE_day_time_12,True,Backward
293,"At 9 AM, the country declared martial law.","Before 7 PM, the country declared martial law.",Entailment,SINGLE_day_time_12,True,Backward
294,"At 9 AM, the price of this stock peaked.","After 1 AM, the price of this stock peaked.",Entailment,SINGLE_day_time_12,True,Backward
295,"At 5 PM, the failing company issued major layoffs.","After 1 PM, the failing company issued major layoffs.",Entailment,SINGLE_day_time_12,True,Backward
296,"At 5 PM, the government budget comes out.","After 1 PM, the government budget comes out.",Entailment,SINGLE_day_time_12,True,Backward
297,"At 2 PM, the prison sentence of that convict ends.","After 5 PM, the prison sentence of that convict ends.",Contradiction,SINGLE_day_time_12,True,Backward
298,"At 7 PM, this article was published.","Before 1 PM, this article was published.",Contradiction,SINGLE_day_time_12,True,Backward
299,"At 11 PM, I posted this picture on Instagram.","After 2 PM, I posted this picture on Instagram.",Entailment,SINGLE_day_time_12,True,Backward
300,"After 7 AM, they got married.","After 6 PM, they got married.",Neutral,SINGLE_day_time_12,False,Backward
301,"Before 4 PM, we went to Disneyland.","After 9 AM, we went to Disneyland.",Neutral,SINGLE_day_time_12,False,Backward
302,"After 11 AM, Michael will buy the house.","After 7 AM, Michael will buy the house.",Entailment,SINGLE_day_time_12,False,Backward
303,"After 12 AM, Lily flew to New York.","After 2 AM, Lily flew to New York.",Neutral,SINGLE_day_time_12,False,Backward
304,"Before 8 AM, the music concert starts.","Before 2 PM, the music concert starts.",Entailment,SINGLE_day_time_12,False,Backward
305,"After 2 AM, the tiger was last spotted.","Before 10 AM, the tiger was last spotted.",Neutral,SINGLE_day_time_12,False,Backward
306,"Before 2 AM, I last had dinner with my friends.","Before 1 AM, I last had dinner with my friends.",Neutral,SINGLE_day_time_12,False,Backward
307,"After 7 AM, he left his job.","After 9 AM, he left his job.",Neutral,SINGLE_day_time_12,False,Backward
308,"Before 10 AM, the conference was held.","Before 6 AM, the conference was held.",Neutral,SINGLE_day_time_12,False,Backward
309,"After 2 PM, the city had a huge power outage.","Before 2 PM, the city had a huge power outage.",Contradiction,SINGLE_day_time_12,False,Backward
310,"After 9 PM, a tsunami hit the coast.","Before 10 PM, a tsunami hit the coast.",Neutral,SINGLE_day_time_12,False,Backward
311,"Before 7 AM, this team won the world cup.","After 1 AM, this team won the world cup.",Neutral,SINGLE_day_time_12,False,Backward
312,"After 4 AM, her internship at Google began.","Before 2 AM, her internship at Google began.",Contradiction,SINGLE_day_time_12,False,Backward
313,"After 10 PM, the country declared martial law.","Before 11 AM, the country declared martial law.",Contradiction,SINGLE_day_time_12,False,Backward
314,"After 7 AM, the price of this stock peaked.","After 5 AM, the price of this stock peaked.",Entailment,SINGLE_day_time_12,False,Backward
315,"After 9 PM, the failing company issued major layoffs.","Before 6 PM, the failing company issued major layoffs.",Contradiction,SINGLE_day_time_12,False,Backward
316,"After 8 AM, the government budget comes out.","After 11 AM, the government budget comes out.",Neutral,SINGLE_day_time_12,False,Backward
317,"After 6 AM, the prison sentence of that convict ends.","After 2 PM, the prison sentence of that convict ends.",Neutral,SINGLE_day_time_12,False,Backward
318,"After 12 PM, this article was published.","Before 5 PM, this article was published.",Neutral,SINGLE_day_time_12,False,Backward
319,"After 1 PM, I posted this picture on Instagram.","Before 3 PM, I posted this picture on Instagram.",Neutral,SINGLE_day_time_12,False,Backward
320,They got married at 4 PM.,They got married after 8 AM.,Entailment,SINGLE_day_time_12,True,Forward
321,We went to Disneyland at 12 AM.,We went to Disneyland after 1 AM.,Contradiction,SINGLE_day_time_12,True,Forward
322,Michael will buy the house at 7 PM.,Michael will buy the house before 4 PM.,Contradiction,SINGLE_day_time_12,True,Forward
323,Lily flew to New York at 9 AM.,Lily flew to New York before 8 PM.,Entailment,SINGLE_day_time_12,True,Forward
324,The music concert starts at 11 PM.,The music concert starts after 5 PM.,Entailment,SINGLE_day_time_12,True,Forward
325,The tiger was last spotted at 4 PM.,The tiger was last spotted before 6 AM.,Contradiction,SINGLE_day_time_12,True,Forward
326,I last had dinner with my friends at 7 PM.,I last had dinner with my friends before 12 PM.,Contradiction,SINGLE_day_time_12,True,Forward
327,He left his job at 10 AM.,He left his job before 6 PM.,Entailment,SINGLE_day_time_12,True,Forward
328,The conference was held at 8 AM.,The conference was held before 1 AM.,Contradiction,SINGLE_day_time_12,True,Forward
329,The city had a huge power outage at 1 PM.,The city had a huge power outage before 7 AM.,Contradiction,SINGLE_day_time_12,True,Forward
330,A tsunami hit the coast at 9 PM.,A tsunami hit the coast after 11 AM.,Entailment,SINGLE_day_time_12,True,Forward
331,This team won the world cup at 9 AM.,This team won the world cup before 9 AM.,Contradiction,SINGLE_day_time_12,True,Forward
332,Her internship at Google began at 10 PM.,Her internship at Google began after 7 PM.,Entailment,SINGLE_day_time_12,True,Forward
333,The country declared martial law at 1 AM.,The country declared martial law after 12 PM.,Contradiction,SINGLE_day_time_12,True,Forward
334,The price of this stock peaked at 11 AM.,The price of this stock peaked after 4 AM.,Entailment,SINGLE_day_time_12,True,Forward
335,The failing company issued major layoffs at 7 AM.,The failing company issued major layoffs before 6 PM.,Entailment,SINGLE_day_time_12,True,Forward
336,The government budget comes out at 11 PM.,The government budget comes out before 4 PM.,Contradiction,SINGLE_day_time_12,True,Forward
337,The prison sentence of that convict ends at 5 PM.,The prison sentence of that convict ends before 12 PM.,Contradiction,SINGLE_day_time_12,True,Forward
338,This article was published at 3 PM.,This article was published after 2 PM.,Entailment,SINGLE_day_time_12,True,Forward
339,I posted this picture on Instagram at 12 AM.,I posted this picture on Instagram before 11 AM.,Entailment,SINGLE_day_time_12,True,Forward
340,They got married before 11 PM.,They got married before 8 PM.,Neutral,SINGLE_day_time_12,False,Forward
341,We went to Disneyland after 5 PM.,We went to Disneyland after 9 AM.,Entailment,SINGLE_day_time_12,False,Forward
342,Michael will buy the house after 5 PM.,Michael will buy the house after 10 AM.,Entailment,SINGLE_day_time_12,False,Forward
